feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat10,feat9
0.15446174779925764,-1.0572500354845138,-1.1511934551438083,2.2803917862632135,0.08993069155033853,bird,1,My dog is white and kind.,2020-09-16,-0.5670116338750744
-0.914420928863684,1.0588376889456628,-0.5203872519610251,0.09176455928125218,-0.1354371754191163,fish,3,My dog is white and kind.,2022-08-10,1.8986603439221807
-0.18760522212966763,-0.25592190281043015,-0.43033228571479304,-0.13469132954635507,-1.2278068419591806,bird,1,My dog is white and kind.,2022-03-05,-0.9316497204712266
-2.074692638526077,-0.7651585325285571,-1.0913517070557321,-1.8627758157264764,0.05758125459861529,fish,1,My dog is white and kind.,2021-01-05,0.1482777560764069
-0.11550835983046051,-0.5572619649160215,0.14514211317390063,0.5157984419934051,1.0169003453742433,fish,2,I like birds with feathers and tails.,2022-04-21,1.122746633155213
0.8478930108166367,-0.65504496890342,1.7855308687508695,0.8337616273482329,-0.05546449088000568,dog,0,My dog is white and kind.,2022-09-12,0.17946367410902414
1.2657852054347796,-1.95801696539812,-1.13294053858504,1.685443735934073,-0.40260152110764325,bird,1,My dog is white and kind.,2020-06-25,1.517886829481884
-2.0908929786363237,0.49691017524546194,2.0355748614523015,0.45147887213633986,-0.09397300340746649,cat,2,My dog is white and kind.,2020-04-16,-0.2901130808159105
-0.5829222374542824,-2.5162812010725473,-0.2571471517746733,-1.3321824876845068,-0.0401246487451409,bird,3,I like birds with feathers and tails.,2020-10-21,0.20230785534680978
0.11352716810971596,-1.1838542454053778,-1.479066454174075,0.46754791536372603,0.6007513955047233,bird,3,I like birds with feathers and tails.,2020-04-17,-0.6444576398943999
-1.1026401984947574,0.5816109570446882,-0.3773150677461266,0.8622708073928134,-0.29782774361693154,dog,4,I like birds with feathers and tails.,2022-07-17,0.4874043534944919
0.22826505323532073,1.2172068845221597,0.3303156533032373,0.783599609827338,-2.532298271446043,bird,0,My dog is white and kind.,2020-08-02,0.4292998670391731
0.7010529439084193,1.0173745544533803,0.8157497715259405,-1.070802260441575,2.7524307092229456,dog,1,My dog is white and kind.,2020-08-24,-2.508614035817608
-0.8489909831401724,-0.5805249388457012,-0.1175512824726597,0.07627212172628893,1.1186032048639645,fish,0,I like birds with feathers and tails.,2020-11-29,-0.2497462874570175
-0.9075330919631607,-2.0835712915400064,-0.5076460700836603,-0.8748351351329817,0.4326167840462449,dog,2,My dog is white and kind.,2022-11-16,-0.11374196124362257
-0.041068121182581935,1.2806606343160007,0.5592494572700628,0.9906709270285227,0.2693970444172262,fish,2,I like birds with feathers and tails.,2022-12-28,0.0619152152560851
-0.4900467867231458,-1.184011604221302,-2.410534062651439,0.6300474361823718,-0.48937529234098437,bird,4,My dog is white and kind.,2022-08-24,-0.18422567940029816
-0.18093157689554365,-1.373644517506979,0.18394650664614964,1.1725383739319388,1.3722807694605028,cat,4,My dog is white and kind.,2020-07-05,0.2691497058797974
0.2575467810067312,-1.4036485946912076,-1.1644022093739739,-1.5961913467771998,-1.5239798910590214,cat,4,I like birds with feathers and tails.,2022-08-17,-0.15232074983613583
1.6101595011668806,-0.2987319013941115,-0.029001951318341167,-0.01978039546849739,0.6208334269989952,bird,1,My dog is white and kind.,2021-06-17,-1.2796147924090593
-2.239387890513749,0.09605475840542327,1.6061026766081883,1.3068904960655512,-0.5524281311196887,dog,4,I like birds with feathers and tails.,2021-01-07,-1.4845292972905153
0.2815330507000734,0.09501718452458573,-1.7462040796555838,-0.1430090104239123,0.35777082316941744,cat,4,I like birds with feathers and tails.,2022-04-11,1.2688281754424395
-2.1324331196493094,-0.10410969669427782,-0.2656717474585385,-1.2641898284821274,-2.4427167215804233,fish,1,I like birds with feathers and tails.,2020-10-18,0.5406500296427761
-1.6139699329847246,-1.3378987323098956,1.2167358471080205,-0.7972747493249039,1.4497289465964287,fish,1,My dog is white and kind.,2022-06-11,-0.017956138941440773
-0.5487229442946673,-0.6760869354648285,-0.11882095991333524,0.24840507108200888,0.1447651801877599,fish,3,I like birds with feathers and tails.,2020-01-02,-1.8819303993962635
-1.267954961067693,-0.9595938243948562,-1.2411560837960212,-0.6864389758409565,-0.16703269949754435,fish,3,I like birds with feathers and tails.,2021-06-17,-0.4507179764352493
0.6915929826844278,-0.7265219175652472,-0.535118515153351,-0.49138823728778236,-0.7981331147773421,dog,2,I like birds with feathers and tails.,2021-09-27,-0.06334627791786808
-0.663766299273729,-0.7553409923524284,1.0038573574612417,1.5157231185988014,-1.580977881428661,dog,0,My dog is white and kind.,2022-08-07,0.44310065678898714
0.040302277448336254,0.765102282030623,-0.23294411333481066,-0.20872622869569646,0.062151423479587124,bird,0,My dog is white and kind.,2020-06-29,0.4336924552744054
0.5837117138795114,-1.795932290127549,1.0698849484303634,-0.37306490283879,0.7868647109265431,fish,2,My dog is white and kind.,2022-06-20,2.3342435160412993
-0.6309005216751236,0.10965424659220523,0.57154444029348,0.22800916271009955,-1.655712912347627,bird,4,I like birds with feathers and tails.,2020-01-11,-1.194987272958795
-1.1915142639393623,0.206947576514943,0.1514168977993859,0.0837671453110407,0.08431618863311911,bird,2,I like birds with feathers and tails.,2020-02-03,0.22275922976761875
0.0639424071699323,-1.6026554930912815,-1.0643773213676515,-0.5109369870938091,0.8386809178038876,fish,0,My dog is white and kind.,2022-09-07,-0.14717576392661436
0.5469639254483467,1.3725634617178109,0.8888897366141512,0.1672230105204315,-2.1807805981269723,cat,2,My dog is white and kind.,2020-07-25,1.8597664038414834
0.3606702357215315,-0.4755017387482508,1.3981453281416283,0.9376635167422999,0.5928913936200876,bird,3,I like birds with feathers and tails.,2020-04-30,-1.7624810468043621
-0.5518068382426259,-1.5629677529463557,-1.1723419639332548,2.2238998790208617,-0.022427756466213755,bird,1,I like birds with feathers and tails.,2021-02-12,0.552513623499008
1.1112174369654748,-0.9884548952039086,-0.8800727900526097,0.3469782413488056,-0.3422433452951398,fish,1,I like birds with feathers and tails.,2021-05-23,0.2565475278604684
0.20232075017867818,0.5217418395410371,0.9858442056467235,0.8961719960917864,-1.4455971343637533,fish,4,I like birds with feathers and tails.,2022-05-11,-0.4014687441693316
-0.9177487878301085,-0.5268083345942803,1.1672220324892055,0.30294088189097523,-0.17763719584261495,fish,1,I like birds with feathers and tails.,2021-03-30,1.3053253531304156
-0.8824616515083247,-1.5696833267842334,0.1063320547325383,0.11588825272137368,-1.516024363171796,fish,0,I like birds with feathers and tails.,2022-10-18,2.1255537422098887
-1.0435217588991927,-0.8202571313319386,0.9298015398297239,0.2645884392978506,0.9476024393945899,cat,3,My dog is white and kind.,2021-10-30,-0.16989410818897524
-0.399916841089825,0.9041100298055593,-0.8700429980432444,-0.5844828295593139,-1.1516974907024642,fish,1,My dog is white and kind.,2022-05-05,0.5161538280282434
-0.19063472924860278,-0.7463310793497179,0.7530778242062932,-0.9800471219734929,1.6405723881933965,cat,3,I like birds with feathers and tails.,2022-06-10,-1.3980714979404716
0.9909851092932777,-0.5348919255448501,-1.6269109039775163,-0.027853449356603097,-1.5389576062712171,cat,1,My dog is white and kind.,2020-03-06,-0.026361654213370618
0.06353883592895532,0.8816559911152793,-0.704971484050089,0.1534460667080132,0.47431804895672947,cat,2,My dog is white and kind.,2020-08-06,0.5408413927148878
-0.5551413640150169,-0.13170964269518992,0.47682973708812204,0.1534368866604738,-1.3434279107434706,fish,3,I like birds with feathers and tails.,2020-01-24,-1.7748856211494086
0.950692130221323,-0.831102194258923,2.1691051498515495,-1.3031390788357078,2.380079238794258,cat,0,I like birds with feathers and tails.,2021-06-03,1.9983816680037674
0.036127514807052265,1.3336609583212462,-1.7579222751398085,1.0898630571998467,-0.7374123764144339,bird,2,I like birds with feathers and tails.,2021-07-13,0.8949806491191291
-0.5827293836732742,0.46883748308049245,-1.206856206818026,0.3044962406365316,1.6453631711437207,dog,1,My dog is white and kind.,2021-03-29,0.7761687314324146
2.359331501440406,0.9619043925279338,-0.1675219913143198,0.794374785211368,-0.10515763092533927,cat,3,I like birds with feathers and tails.,2021-07-03,0.26313163552709246
